gyro_1_x,gyro_1_y,gyro_1_z,accel_1_x,accel_1_y,accel_1_z,magnet_1_x,magnet_1_y,magnet_1_z,gyro_2_x,gyro_2_y,gyro_2_z,accel_2_x,accel_2_y,accel_2_z,magnet_2_x,magnet_2_y,magnet_2_z,gyro_3_x,gyro_3_y,gyro_3_z,accel_3_x,accel_3_y,accel_3_z,magnet_3_x,magnet_3_y,magnet_3_z
-318,-6395,-775,4932,28,14684,0,0,0,5295,-6566,-619,5732,-256,14700,0,0,0,0,0,0,0,0,0,0,0,0
-435,-6275,-762,5512,12,15680,0,0,0,5202,-6801,-595,6172,-204,15716,0,0,0,0,0,0,0,0,0,0,0,0
-415,-9704,-1406,6908,172,14460,0,0,0,5092,-9999,-1257,7612,-48,14388,0,0,0,0,0,0,0,0,0,0,0,0
-676,-9329,-905,7868,-12,14248,0,0,0,4883,-9776,-759,8592,-396,14144,0,0,0,0,0,0,0,0,0,0,0,0
-761,-10055,-1419,9124,204,12692,0,0,0,4745,-10231,-1284,9844,-148,12420,0,0,0,0,0,0,0,0,0,0,0,0
-621,-5618,-1379,10372,12,12212,0,0,0,4951,-5872,-1173,10992,-316,12040,0,0,0,0,0,0,0,0,0,0,0,0
-572,-5984,-517,11028,52,11852,0,0,0,5132,-6413,-330,11680,-296,11700,0,0,0,0,0,0,0,0,0,0,0,0
-619,-5164,-626,11816,188,11268,0,0,0,4994,-5476,-445,12420,-192,11292,0,0,0,0,0,0,0,0,0,0,0,0
-945,-6475,-865,12052,72,10964,0,0,0,4652,-6850,-678,12568,-228,10880,0,0,0,0,0,0,0,0,0,0,0,0
-1529,-6711,-1261,12764,104,9852,0,0,0,4031,-6962,-1039,13320,-184,9732,0,0,0,0,0,0,0,0,0,0,0,0
-1246,-7447,-866,13412,252,9568,0,0,0,4362,-7774,-668,14040,-172,9056,0,0,0,0,0,0,0,0,0,0,0,0
-1578,-6998,-988,14164,100,8568,0,0,0,3950,-7274,-799,14564,-252,8232,0,0,0,0,0,0,0,0,0,0,0,0
-365,-6747,-217,14536,-16,7852,0,0,0,5315,-7107,-50,15008,-300,7484,0,0,0,0,0,0,0,0,0,0,0,0
-452,-5930,-290,15080,92,6368,0,0,0,5166,-6190,-82,15500,-284,6000,0,0,0,0,0,0,0,0,0,0,0,0
-450,-4326,-302,15312,72,5984,0,0,0,5200,-4632,-62,15764,-184,5812,0,0,0,0,0,0,0,0,0,0,0,0
-558,-5435,-267,15576,12,5320,0,0,0,5098,-5684,-63,15984,-324,4872,0,0,0,0,0,0,0,0,0,0,0,0
-459,-3995,-250,15804,56,4584,0,0,0,5239,-4270,-31,16104,-312,4312,0,0,0,0,0,0,0,0,0,0,0,0
-302,-4230,-197,15784,108,4756,0,0,0,5380,-4598,17,16212,-264,4428,0,0,0,0,0,0,0,0,0,0,0,0
-540,-3538,-261,16308,-40,3116,0,0,0,5119,-3709,-19,16600,-264,2832,0,0,0,0,0,0,0,0,0,0,0,0
-181,-4557,-128,16300,92,3068,0,0,0,5485,-4839,45,16596,-384,2740,0,0,0,0,0,0,0,0,0,0,0,0
-981,-4056,-328,16408,112,2400,0,0,0,4676,-4368,-113,16724,-156,2148,0,0,0,0,0,0,0,0,0,0,0,0
-905,-3574,-570,16500,84,1764,0,0,0,4796,-3792,-326,16792,-240,1204,0,0,0,0,0,0,0,0,0,0,0,0
-645,-3061,-502,16768,52,976,0,0,0,5042,-3251,-251,16956,-168,796,0,0,0,0,0,0,0,0,0,0,0,0
-381,-1941,-376,16596,28,1080,0,0,0,5350,-2186,-113,16840,-252,724,0,0,0,0,0,0,0,0,0,0,0,0
-192,-1037,-256,16548,24,1128,0,0,0,5558,-1305,-11,16816,-304,792,0,0,0,0,0,0,0,0,0,0,0,0
-198,-2079,-409,16604,-40,924,0,0,0,5464,-2375,-114,16884,-188,768,0,0,0,0,0,0,0,0,0,0,0,0
-471,-2014,-390,16444,60,728,0,0,0,5192,-2392,-174,16708,-164,676,0,0,0,0,0,0,0,0,0,0,0,0
-409,-1776,-378,16716,212,-56,0,0,0,5296,-1964,-128,16916,-12,-572,0,0,0,0,0,0,0,0,0,0,0,0
-184,-712,-282,16672,104,-216,0,0,0,5528,-1001,-27,16796,-112,-300,0,0,0,0,0,0,0,0,0,0,0,0
-190,-1043,-329,16676,196,-240,0,0,0,5486,-1309,-80,16848,-80,-488,0,0,0,0,0,0,0,0,0,0,0,0
-167,930,-175,16696,160,-348,0,0,0,5558,670,121,16808,-20,-520,0,0,0,0,0,0,0,0,0,0,0,0
-134,681,-145,16736,228,-88,0,0,0,5594,458,136,16812,-92,-356,0,0,0,0,0,0,0,0,0,0,0,0
-80,-80,-229,16516,224,228,0,0,0,5630,-372,32,16576,-124,-28,0,0,0,0,0,0,0,0,0,0,0,0
-119,476,-189,16900,212,-616,0,0,0,5621,322,119,17044,-96,-880,0,0,0,0,0,0,0,0,0,0,0,0
22,4204,151,16908,160,-280,0,0,0,5806,4091,503,16964,-120,-608,0,0,0,0,0,0,0,0,0,0,0,0
657,7410,530,16576,144,280,0,0,0,6547,7192,918,16784,-120,164,0,0,0,0,0,0,0,0,0,0,0,0
1676,6853,-86,16300,-1180,2756,0,0,0,7517,6374,289,16608,-784,3068,0,0,0,0,0,0,0,0,0,0,0,0
822,6684,276,16356,148,3376,0,0,0,6601,6503,640,16588,-204,3180,0,0,0,0,0,0,0,0,0,0,0,0
655,6599,-508,16188,36,3860,0,0,0,6430,6482,-121,16652,-200,3636,0,0,0,0,0,0,0,0,0,0,0,0
332,8344,-184,15772,72,4504,0,0,0,6161,8251,190,16156,-264,4332,0,0,0,0,0,0,0,0,0,0,0,0
404,10594,-224,15184,-20,6080,0,0,0,6281,10423,217,15536,-332,5828,0,0,0,0,0,0,0,0,0,0,0,0
633,10739,-48,14644,84,7080,0,0,0,6530,10654,385,15200,-292,6788,0,0,0,0,0,0,0,0,0,0,0,0
865,9077,193,13828,196,8916,0,0,0,6751,8891,601,14284,-216,8516,0,0,0,0,0,0,0,0,0,0,0,0
654,11182,128,12868,104,9836,0,0,0,6543,11168,537,13388,-148,9600,0,0,0,0,0,0,0,0,0,0,0,0
402,9736,10,11956,192,11144,0,0,0,6259,9646,390,12468,-216,10644,0,0,0,0,0,0,0,0,0,0,0,0
345,11313,-414,10924,100,12044,0,0,0,6225,11289,1,11480,-68,12084,0,0,0,0,0,0,0,0,0,0,0,0
361,9538,-242,9708,328,13576,0,0,0,6193,9255,177,10288,92,13356,0,0,0,0,0,0,0,0,0,0,0,0
-65,6752,-240,8736,284,13860,0,0,0,5688,6607,134,9732,-132,13560,0,0,0,0,0,0,0,0,0,0,0,0
-128,3551,-286,8488,344,14284,0,0,0,5654,3299,80,9156,-4,13996,0,0,0,0,0,0,0,0,0,0,0,0
-178,5380,-186,7916,120,13588,0,0,0,5622,5238,152,8928,-156,13464,0,0,0,0,0,0,0,0,0,0,0,0
-154,4714,-254,7160,192,14804,0,0,0,5600,4462,75,7884,-136,14824,0,0,0,0,0,0,0,0,0,0,0,0
-103,5122,-333,6648,192,14796,0,0,0,5693,4923,7,7232,-96,14824,0,0,0,0,0,0,0,0,0,0,0,0
35,3612,-285,6284,304,14720,0,0,0,5784,3462,56,6952,8,14632,0,0,0,0,0,0,0,0,0,0,0,0
62,5350,-332,5700,348,15460,0,0,0,5835,5113,24,6232,-32,15336,0,0,0,0,0,0,0,0,0,0,0,0
-4,3754,-305,5292,328,15152,0,0,0,5806,3515,7,5780,-60,15332,0,0,0,0,0,0,0,0,0,0,0,0
71,2854,-258,4932,228,14820,0,0,0,5840,2777,48,5772,-16,14764,0,0,0,0,0,0,0,0,0,0,0,0
57,4045,-343,4368,360,15940,0,0,0,5834,3805,-24,5040,84,15656,0,0,0,0,0,0,0,0,0,0,0,0
63,4110,-332,3768,444,15996,0,0,0,5827,3873,-19,4512,132,16288,0,0,0,0,0,0,0,0,0,0,0,0
27,3324,-362,3392,396,15588,0,0,0,5771,3154,-29,4204,88,15836,0,0,0,0,0,0,0,0,0,0,0,0
119,4364,-367,2856,428,15744,0,0,0,5846,4257,-30,3808,240,15852,0,0,0,0,0,0,0,0,0,0,0,0
38,3587,-288,2288,508,16088,0,0,0,5815,3327,37,3108,284,16256,0,0,0,0,0,0,0,0,0,0,0,0
60,3005,-287,2004,480,15880,0,0,0,5790,2850,43,2680,232,16124,0,0,0,0,0,0,0,0,0,0,0,0
149,4674,-302,1284,576,16308,0,0,0,5936,4420,39,2104,184,16280,0,0,0,0,0,0,0,0,0,0,0,0
157,4181,-287,832,588,16172,0,0,0,5934,3950,56,1360,280,16444,0,0,0,0,0,0,0,0,0,0,0,0
-105,185,-151,500,592,15896,0,0,0,5652,33,100,1332,168,15996,0,0,0,0,0,0,0,0,0,0,0,0
-121,216,-210,428,640,16220,0,0,0,5625,-57,83,1140,324,16428,0,0,0,0,0,0,0,0,0,0,0,0
-142,255,-203,400,600,16116,0,0,0,5632,50,74,1224,348,16280,0,0,0,0,0,0,0,0,0,0,0,0
-124,223,-204,320,528,16092,0,0,0,5621,-13,88,1136,328,16344,0,0,0,0,0,0,0,0,0,0,0,0
-123,336,-179,252,464,16152,0,0,0,5625,124,72,1120,340,16356,0,0,0,0,0,0,0,0,0,0,0,0
-118,520,-202,292,584,16248,0,0,0,5630,233,105,1088,368,16472,0,0,0,0,0,0,0,0,0,0,0,0
-134,99,-218,320,596,16124,0,0,0,5561,-158,45,884,280,16448,0,0,0,0,0,0,0,0,0,0,0,0
-122,-44,-242,124,556,16140,0,0,0,5582,-348,74,1032,460,16552,0,0,0,0,0,0,0,0,0,0,0,0
-118,44,-226,272,684,16052,0,0,0,5610,-221,47,1008,376,16348,0,0,0,0,0,0,0,0,0,0,0,0
-127,24,-232,336,592,16028,0,0,0,5643,-258,54,1108,288,16300,0,0,0,0,0,0,0,0,0,0,0,0
-125,11,-212,340,596,15928,0,0,0,5608,-232,60,984,348,16080,0,0,0,0,0,0,0,0,0,0,0,0
-139,15,-221,356,528,16120,0,0,0,5596,-255,42,1060,376,16516,0,0,0,0,0,0,0,0,0,0,0,0
-115,65,-205,296,616,16016,0,0,0,5620,-205,52,1024,304,16316,0,0,0,0,0,0,0,0,0,0,0,0
-123,-48,-241,312,624,16160,0,0,0,5594,-279,42,1016,328,16248,0,0,0,0,0,0,0,0,0,0,0,0
-127,28,-230,336,648,16040,0,0,0,5596,-252,57,992,260,16404,0,0,0,0,0,0,0,0,0,0,0,0
-122,94,-214,328,584,16112,0,0,0,5600,-172,57,1004,348,16212,0,0,0,0,0,0,0,0,0,0,0,0
-114,169,-215,284,544,15972,0,0,0,5607,-75,59,1076,264,16232,0,0,0,0,0,0,0,0,0,0,0,0
-102,497,-193,264,572,16072,0,0,0,5642,270,87,1012,260,16260,0,0,0,0,0,0,0,0,0,0,0,0
-45,917,-218,192,504,16072,0,0,0,5706,660,103,956,248,16328,0,0,0,0,0,0,0,0,0,0,0,0
15,1801,-223,64,588,15976,0,0,0,5779,1596,66,868,320,16304,0,0,0,0,0,0,0,0,0,0,0,0
166,5209,-269,-200,592,16080,0,0,0,5941,5158,45,532,432,16376,0,0,0,0,0,0,0,0,0,0,0,0
-154,3743,-224,-776,616,16120,0,0,0,5608,3632,114,-144,432,16376,0,0,0,0,0,0,0,0,0,0,0,0
-170,9143,-502,-1408,720,16076,0,0,0,5652,9239,-113,-680,520,16508,0,0,0,0,0,0,0,0,0,0,0,0
-141,12703,-587,-3688,540,15476,0,0,0,5737,12359,-108,-3032,428,15940,0,0,0,0,0,0,0,0,0,0,0,0
-112,4522,-345,-4680,512,15304,0,0,0,5663,4287,-1,-4024,568,15620,0,0,0,0,0,0,0,0,0,0,0,0
17,7407,-749,-5112,660,15048,0,0,0,5766,7396,-387,-4480,472,15600,0,0,0,0,0,0,0,0,0,0,0,0
-61,12713,-591,-6152,624,14580,0,0,0,5780,12774,-138,-5368,360,15164,0,0,0,0,0,0,0,0,0,0,0,0
-73,17260,-539,-8344,540,13132,0,0,0,5874,17246,-14,-7776,472,13944,0,0,0,0,0,0,0,0,0,0,0,0
-111,11128,-427,-10364,612,11964,0,0,0,5750,11176,5,-9804,564,12692,0,0,0,0,0,0,0,0,0,0,0,0
-81,12963,-438,-11300,732,10804,0,0,0,5784,12986,-20,-11000,576,11560,0,0,0,0,0,0,0,0,0,0,0,0
-315,16189,-301,-12664,488,9024,0,0,0,5603,16201,215,-12548,384,9900,0,0,0,0,0,0,0,0,0,0,0,0
-499,11220,-289,-13940,624,7524,0,0,0,5409,10933,149,-13560,476,8700,0,0,0,0,0,0,0,0,0,0,0,0
-328,8732,-357,-14556,496,6032,0,0,0,5487,8531,63,-14316,616,7116,0,0,0,0,0,0,0,0,0,0,0,0
-348,5418,-271,-15124,360,5184,0,0,0,5429,5142,84,-14816,356,6340,0,0,0,0,0,0,0,0,0,0,0,0
-494,5848,-229,-15064,324,4864,0,0,0,5306,5712,129,-14816,380,5728,0,0,0,0,0,0,0,0,0,0,0,0
-502,6538,-233,-15244,468,3748,0,0,0,5287,6406,111,-15216,644,4736,0,0,0,0,0,0,0,0,0,0,0,0
-588,6930,-272,-15632,492,2304,0,0,0,5206,6779,107,-15408,396,3904,0,0,0,0,0,0,0,0,0,0,0,0
-946,3750,-173,-15808,448,1556,0,0,0,4850,3500,161,-15756,424,3100,0,0,0,0,0,0,0,0,0,0,0,0
-1097,2753,-161,-15804,388,1504,0,0,0,4692,2487,168,-15832,256,3016,0,0,0,0,0,0,0,0,0,0,0,0
-1178,4293,-197,-15852,388,712,0,0,0,4564,4164,174,-15672,452,2244,0,0,0,0,0,0,0,0,0,0,0,0
-797,5038,-284,-15940,344,812,0,0,0,5024,4882,78,-15768,184,1872,0,0,0,0,0,0,0,0,0,0,0,0
-280,2894,-250,-16060,340,-480,0,0,0,5478,2600,86,-15968,532,1036,0,0,0,0,0,0,0,0,0,0,0,0
-234,1139,-234,-16080,316,-596,0,0,0,5506,857,40,-16108,480,776,0,0,0,0,0,0,0,0,0,0,0,0
-160,524,-233,-15852,336,-612,0,0,0,5541,300,76,-15864,452,644,0,0,0,0,0,0,0,0,0,0,0,0
-438,1568,-233,-15936,376,-716,0,0,0,5314,1303,79,-16024,352,620,0,0,0,0,0,0,0,0,0,0,0,0
-148,486,-251,-16296,332,-816,0,0,0,5601,45,44,-16280,472,324,0,0,0,0,0,0,0,0,0,0,0,0
-138,-449,-216,-16052,352,-1032,0,0,0,5606,-714,47,-15960,596,316,0,0,0,0,0,0,0,0,0,0,0,0
-127,-300,-239,-15940,248,-808,0,0,0,5582,-545,41,-15992,512,440,0,0,0,0,0,0,0,0,0,0,0,0
-126,-701,-220,-16072,348,-1084,0,0,0,5579,-986,28,-15964,440,384,0,0,0,0,0,0,0,0,0,0,0,0
-159,-2416,-219,-16220,288,-708,0,0,0,5529,-2807,25,-16024,352,804,0,0,0,0,0,0,0,0,0,0,0,0
-143,-6031,-136,-16056,476,-152,0,0,0,5482,-6494,44,-16068,464,1128,0,0,0,0,0,0,0,0,0,0,0,0
-160,-8883,-49,-15892,316,1064,0,0,0,5471,-9298,71,-15864,516,2356,0,0,0,0,0,0,0,0,0,0,0,0
-210,-10750,-35,-15672,308,2188,0,0,0,5417,-11173,76,-15576,412,3620,0,0,0,0,0,0,0,0,0,0,0,0
-216,-12209,43,-15280,376,4096,0,0,0,5373,-12686,135,-15108,444,5224,0,0,0,0,0,0,0,0,0,0,0,0
-135,-14483,91,-14560,424,5816,0,0,0,5444,-14980,161,-14388,428,7012,0,0,0,0,0,0,0,0,0,0,0,0
-184,-15242,48,-13528,480,7728,0,0,0,5311,-15658,129,-13088,524,8964,0,0,0,0,0,0,0,0,0,0,0,0
-180,-12318,-11,-12292,476,9780,0,0,0,5428,-12689,81,-11944,584,10580,0,0,0,0,0,0,0,0,0,0,0,0
-155,-12765,-19,-11340,552,10948,0,0,0,5436,-13297,65,-10868,496,11836,0,0,0,0,0,0,0,0,0,0,0,0
-122,-16692,56,-9684,584,12264,0,0,0,5386,-17326,66,-9248,504,13152,0,0,0,0,0,0,0,0,0,0,0,0
-154,-19733,150,-7364,584,13928,0,0,0,5355,-20232,134,-6644,520,14568,0,0,0,0,0,0,0,0,0,0,0,0
-137,-11489,-28,-4668,712,15336,0,0,0,5450,-11623,83,-3964,348,15760,0,0,0,0,0,0,0,0,0,0,0,0
-115,-6086,-88,-3960,572,15600,0,0,0,5547,-6380,82,-3152,396,16008,0,0,0,0,0,0,0,0,0,0,0,0
-129,-6750,-101,-3472,620,15476,0,0,0,5519,-7213,87,-2756,424,16096,0,0,0,0,0,0,0,0,0,0,0,0
-155,-10492,-12,-2028,612,15932,0,0,0,5433,-10811,94,-1076,452,16324,0,0,0,0,0,0,0,0,0,0,0,0
-120,-3029,-211,-648,560,16084,0,0,0,5555,-3178,17,-32,420,16380,0,0,0,0,0,0,0,0,0,0,0,0
-156,-1675,-187,-768,576,15968,0,0,0,5546,-1961,56,32,440,16540,0,0,0,0,0,0,0,0,0,0,0,0
-179,-1429,-204,-532,696,16148,0,0,0,5482,-1666,25,284,320,16384,0,0,0,0,0,0,0,0,0,0,0,0
-194,-1124,-204,-300,636,16200,0,0,0,5524,-1220,71,344,384,16416,0,0,0,0,0,0,0,0,0,0,0,0
-184,-1013,-218,-228,620,15988,0,0,0,5491,-1189,50,536,440,16496,0,0,0,0,0,0,0,0,0,0,0,0
-197,-1055,-194,-104,596,15976,0,0,0,5512,-1322,54,592,356,16336,0,0,0,0,0,0,0,0,0,0,0,0
-139,-104,-230,16,632,16124,0,0,0,5554,-350,64,708,312,16432,0,0,0,0,0,0,0,0,0,0,0,0
-239,-986,-180,-244,528,16712,0,0,0,5523,-1443,76,928,368,16348,0,0,0,0,0,0,0,0,0,0,0,0
-144,-113,-218,108,516,16048,0,0,0,5585,-375,35,776,348,16404,0,0,0,0,0,0,0,0,0,0,0,0
-115,-38,-217,148,584,16064,0,0,0,5580,-297,53,804,380,16280,0,0,0,0,0,0,0,0,0,0,0,0
-128,-12,-208,140,532,16004,0,0,0,5592,-297,58,776,228,16404,0,0,0,0,0,0,0,0,0,0,0,0
-106,-4,-223,140,616,16076,0,0,0,5558,-266,57,728,308,16456,0,0,0,0,0,0,0,0,0,0,0,0
-140,-20,-221,68,588,16112,0,0,0,5604,-297,61,804,336,16420,0,0,0,0,0,0,0,0,0,0,0,0
-134,-100,-203,112,512,16068,0,0,0,5567,-328,58,860,348,16284,0,0,0,0,0,0,0,0,0,0,0,0
-124,3,-206,56,564,16100,0,0,0,5611,-248,58,780,296,16384,0,0,0,0,0,0,0,0,0,0,0,0
-110,-7,-238,112,596,16116,0,0,0,5579,-278,69,756,292,16468,0,0,0,0,0,0,0,0,0,0,0,0
-112,1,-218,128,540,16092,0,0,0,5572,-270,57,928,404,16448,0,0,0,0,0,0,0,0,0,0,0,0
-132,0,-209,124,580,16028,0,0,0,5600,-273,40,728,280,16332,0,0,0,0,0,0,0,0,0,0,0,0
-136,-11,-228,48,576,16112,0,0,0,5574,-260,45,836,296,16236,0,0,0,0,0,0,0,0,0,0,0,0
-120,46,-215,32,560,16240,0,0,0,5579,-235,41,744,284,16420,0,0,0,0,0,0,0,0,0,0,0,0
-125,18,-238,176,568,16008,0,0,0,5571,-225,60,880,400,16244,0,0,0,0,0,0,0,0,0,0,0,0
-138,93,-217,124,524,15932,0,0,0,5596,-174,37,808,412,16520,0,0,0,0,0,0,0,0,0,0,0,0
-149,-60,-223,188,504,16024,0,0,0,5573,-316,55,868,368,16420,0,0,0,0,0,0,0,0,0,0,0,0
-127,-20,-229,132,604,16140,0,0,0,5562,-261,50,800,328,16408,0,0,0,0,0,0,0,0,0,0,0,0
-120,3,-227,216,616,15952,0,0,0,5583,-213,65,912,316,16428,0,0,0,0,0,0,0,0,0,0,0,0
-126,-40,-228,16,508,16112,0,0,0,5599,-287,44,884,288,16500,0,0,0,0,0,0,0,0,0,0,0,0
-145,-1,-214,112,596,15964,0,0,0,5601,-253,61,796,320,16440,0,0,0,0,0,0,0,0,0,0,0,0
-143,-12,-306,-48,548,16100,0,0,0,5613,-294,-27,608,304,16292,0,0,0,0,0,0,0,0,0,0,0,0
-146,46,-231,124,556,16112,0,0,0,5572,-226,45,768,200,16292,0,0,0,0,0,0,0,0,0,0,0,0
-139,-633,-729,-128,528,16112,0,0,0,5519,-932,-434,596,292,16440,0,0,0,0,0,0,0,0,0,0,0,0
-128,-1049,-761,68,660,16148,0,0,0,5528,-1408,-521,616,292,16324,0,0,0,0,0,0,0,0,0,0,0,0
-295,-3699,-1146,272,556,16692,0,0,0,5314,-4016,-915,1152,276,16808,0,0,0,0,0,0,0,0,0,0,0,0
-588,-4370,-166,904,500,16276,0,0,0,5055,-4717,69,1648,236,16532,0,0,0,0,0,0,0,0,0,0,0,0
-1087,-7085,-1139,1552,580,16180,0,0,0,4444,-7472,-955,2440,276,16524,0,0,0,0,0,0,0,0,0,0,0,0
-817,-5378,-1066,3004,192,15100,0,0,0,4725,-5571,-869,3556,-56,15036,0,0,0,0,0,0,0,0,0,0,0,0
-119,-8262,-460,3400,120,16348,0,0,0,5483,-8821,-317,4076,-224,16516,0,0,0,0,0,0,0,0,0,0,0,0
-653,-9670,-537,5104,452,15312,0,0,0,4959,-10074,-350,5944,156,15220,0,0,0,0,0,0,0,0,0,0,0,0
228,-8628,-599,6112,40,14888,0,0,0,5805,-9064,-446,6904,-468,14888,0,0,0,0,0,0,0,0,0,0,0,0
-647,-7954,-991,7572,192,14380,0,0,0,4924,-8343,-807,8244,-148,14456,0,0,0,0,0,0,0,0,0,0,0,0
-350,-9321,-295,8584,376,13688,0,0,0,5187,-9665,-169,9172,28,13600,0,0,0,0,0,0,0,0,0,0,0,0
-767,-12055,-751,9876,356,12664,0,0,0,4744,-12312,-650,10412,28,12508,0,0,0,0,0,0,0,0,0,0,0,0
-777,-9833,-748,10840,32,12352,0,0,0,4746,-10293,-596,11724,-236,12028,0,0,0,0,0,0,0,0,0,0,0,0
-717,-8612,-617,12120,156,10492,0,0,0,4858,-8991,-473,12836,-264,10548,0,0,0,0,0,0,0,0,0,0,0,0
-947,-11358,-522,13272,408,9556,0,0,0,4604,-11668,-394,13724,36,9132,0,0,0,0,0,0,0,0,0,0,0,0
-1243,-11337,-1215,13380,-596,9160,0,0,0,4249,-11934,-1131,13788,-956,8824,0,0,0,0,0,0,0,0,0,0,0,0
-1416,-10472,-392,14896,300,6692,0,0,0,4220,-10705,-185,15816,-136,5868,0,0,0,0,0,0,0,0,0,0,0,0
-509,-7636,-263,15744,292,5032,0,0,0,5098,-7905,-88,15976,-132,4832,0,0,0,0,0,0,0,0,0,0,0,0
-319,-6224,-172,15984,40,4032,0,0,0,5305,-6434,-2,16336,-204,3844,0,0,0,0,0,0,0,0,0,0,0,0
-324,-3867,-194,16088,-20,3852,0,0,0,5316,-4114,9,16472,-228,3396,0,0,0,0,0,0,0,0,0,0,0,0
-856,-3349,-335,16120,76,3728,0,0,0,4799,-3657,-104,16432,-244,3424,0,0,0,0,0,0,0,0,0,0,0,0
-724,-5672,-265,16172,-48,2992,0,0,0,4867,-5940,-24,16596,-128,2688,0,0,0,0,0,0,0,0,0,0,0,0
-490,-3539,-492,16296,-400,2256,0,0,0,5177,-3936,-274,16512,-524,1928,0,0,0,0,0,0,0,0,0,0,0,0
-413,-4293,-683,16496,-36,1568,0,0,0,5198,-4571,-458,16792,-100,1348,0,0,0,0,0,0,0,0,0,0,0,0
-676,-1910,-531,16852,100,252,0,0,0,5017,-2085,-265,17048,-112,-284,0,0,0,0,0,0,0,0,0,0,0,0
